ID,FK category,FK company name,FK job type,FK location,FK time,FK job title,count
41388,4,11372,3,1194,191,595,1
41389,6,12531,1,1174,191,11376,1
41390,6,10678,1,1556,191,12464,1
41391,33,9124,3,1696,191,22216,1
41392,6,9426,3,1764,191,22223,1
41393,1,9093,1,1655,191,1041,1
41394,24,9060,1,2030,191,12491,1
41395,36,12860,1,371,191,14785,1
41396,15,11346,1,1586,191,12194,1
41397,23,9393,1,1982,191,11073,1
41398,1,10156,1,2537,191,11349,1
41399,24,12698,1,1059,191,21607,1
41400,4,10402,1,513,191,11166,1
41401,1,10063,1,1519,191,177,1
41402,24,12692,1,429,191,11187,1
41403,24,11506,1,741,191,11730,1
41404,6,10678,1,1556,191,22242,1
41405,30,11725,1,516,191,12738,1
41406,36,12514,1,2554,191,12586,1
41407,24,11185,1,2779,191,503,1
41408,24,9393,1,1735,191,22172,1
41409,30,11494,1,2944,191,13363,1
41410,30,12645,1,1968,191,12732,1
41411,24,10803,1,694,191,726,1
41412,23,12013,1,2751,191,12336,1
41413,24,10933,1,1696,191,22261,1
41414,15,9692,1,676,191,11837,1
41415,30,12688,1,2793,191,14793,1
41416,15,9225,3,2559,191,16492,1
41417,1,10063,1,1286,191,177,1
41418,36,12514,1,1965,191,13075,1
41419,24,9060,1,1911,191,8628,1
41420,15,10210,1,1672,191,2457,1
41421,36,12514,1,1696,191,8866,1
41422,4,10774,3,1696,191,11784,1
41423,24,9741,1,966,191,11244,1
41424,6,11033,1,1696,191,1302,1
41425,27,9235,1,742,191,22285,1
41426,30,12672,1,1371,191,13076,1
41427,27,12868,2,1626,191,22286,1
41428,24,9741,1,966,191,11964,1
41429,30,9295,2,636,191,22291,1
41430,1,10555,1,2023,191,11878,1
41431,24,9863,1,117,191,22096,1
41432,24,9060,1,1911,191,22295,1
41433,23,12013,1,429,191,12260,1
41434,4,9979,1,2017,191,255,1
41435,23,9393,2,1739,191,11073,1
41436,6,10678,1,1186,191,11541,1
41437,24,9741,1,966,191,11244,1
41438,36,12514,1,1696,191,14570,1
41439,6,10678,1,1556,191,22308,1
41440,6,10678,1,1556,191,10793,1
41441,36,10401,1,1696,191,11173,1
41442,30,12638,1,1970,191,22317,1
41443,1,10851,1,742,191,22127,1
41444,27,9235,1,1626,191,22319,1
41445,1,9067,1,1585,191,11204,1
41446,30,9630,1,2023,191,3020,1
41447,6,10678,1,1619,191,12376,1
41448,1,10555,1,637,191,12079,1
41449,6,12418,3,830,191,10307,1
41450,1,9564,1,1696,191,3370,1
41451,4,9450,1,2897,191,1920,1
41452,36,9815,1,2780,191,2795,1
41453,36,12514,1,2077,191,11523,1
41454,1,12812,1,2793,191,22330,1
41455,1,11349,1,1929,191,5569,1
41456,4,9345,3,900,191,22335,1
41457,15,9056,1,1560,191,11027,1
41458,24,14200,1,1696,191,12548,1
41459,1,9424,1,1696,191,22337,1
41460,6,10673,1,2481,191,12074,1
41461,30,11640,1,1983,191,13899,1
41462,15,12606,1,991,191,11763,1
41463,1,9217,1,490,191,12119,1
41464,30,12934,1,1009,191,201,1
41465,30,11640,1,1696,191,11308,1
41466,1,10216,1,929,191,11881,1
41467,6,13246,1,742,191,22351,1
41468,36,12514,1,877,191,12586,1
41469,1,11318,1,2234,191,12275,1
41470,36,12514,1,742,191,12747,1
41471,6,9957,3,1696,191,22362,1
41472,23,9393,2,2066,191,11073,1
41473,4,10303,1,2681,191,11504,1
41474,1,9446,1,1696,191,12313,1
41475,15,9465,1,352,191,762,1
41476,4,12711,1,2658,191,96,1
41477,23,12013,1,1632,191,12024,1
41478,36,11442,1,742,191,2430,1
41479,27,12868,1,1950,191,159,1
41480,4,9056,3,2906,191,12527,1
41481,4,10090,1,2397,191,12317,1
41482,24,9763,1,991,191,22391,1
41483,4,12584,1,1634,191,255,1
41484,33,12387,1,676,191,10182,1
41485,24,10480,1,676,191,22396,1
41486,1,12782,1,555,191,11091,1
41487,15,10134,1,1174,191,22399,1
41488,23,9362,1,429,191,12302,1
41489,4,12584,1,1965,191,11144,1
41490,36,9500,1,1696,191,5826,1
41491,30,11640,1,449,191,11651,1
41492,24,12692,1,588,191,11187,1
41493,24,11185,1,2779,191,2773,1
41494,30,9269,1,90,191,14774,1
41495,6,12674,1,1696,191,22413,1
41496,4,11372,1,1768,191,11428,1
41497,1,10156,1,2426,191,12132,1
41498,23,12013,1,2325,191,11121,1
41499,1,9093,1,2402,191,21935,1
41500,6,9781,1,742,191,22420,1
41501,23,12013,1,1764,191,22422,1
41502,15,9056,1,1047,191,11027,1
41503,23,12675,1,2022,191,22429,1
41504,4,9367,1,408,191,595,1
41505,4,10775,1,1781,191,1156,1
41506,1,10620,1,1209,191,22433,1
41507,23,9393,1,2963,191,11538,1
41508,4,9124,1,1159,191,494,1
41509,24,10020,1,1626,191,2407,1
41510,30,12908,1,191,191,14137,1
41511,15,9748,1,676,191,8863,1
41512,30,11725,1,2806,191,12738,1
41513,30,12638,1,637,191,22439,1
41514,4,11008,1,995,191,11668,1
41515,23,10589,1,1916,191,11985,1
41516,30,12621,1,1626,191,14225,1
41517,4,9183,1,1632,191,7996,1
41518,27,9235,1,1364,191,13058,1
41519,4,9277,3,656,191,255,1
41520,1,13795,1,1315,191,19223,1
41521,4,9056,1,1828,191,11895,1
41522,1,10063,1,900,191,177,1
41523,30,12688,1,513,191,13300,1
41524,30,12734,1,2761,191,11692,1
41525,27,12868,1,1626,191,159,1
41526,4,11377,1,2204,191,5351,1
41527,30,9500,1,742,191,669,1
41528,1,10197,1,588,191,12125,1
41529,24,9098,1,966,191,21761,1
41530,30,11649,1,825,191,13457,1
41531,24,12795,1,2167,191,12204,1
41532,24,11922,1,676,191,7919,1
41533,24,9060,1,2951,191,12541,1
41534,1,10737,1,555,191,12341,1
41535,1,10156,1,2797,191,22481,1
41536,36,12514,1,1696,191,12990,1
41537,4,11372,1,2933,191,7180,1
41538,15,10517,1,1449,191,3173,1
41539,27,9235,1,813,191,22490,1
41540,6,10678,2,1245,191,189,1
41541,4,9375,1,1696,191,12207,1
41542,1,12598,1,1696,191,22493,1
41543,30,12707,1,2750,191,12847,1
41544,23,12013,1,1764,191,22498,1
41545,1,9328,1,2559,191,3797,1
41546,15,14216,1,742,191,22509,1
41547,4,11178,1,2477,191,11128,1
41548,24,9060,1,2030,191,22136,1
41549,6,10358,3,429,191,22513,1
41550,27,9235,1,2477,191,12864,1
41551,27,9436,1,478,191,22517,1
41552,30,11640,1,1672,191,13987,1
41553,15,9099,1,1672,191,11893,1
41554,23,12647,3,1185,191,12031,1
41555,24,10010,1,2816,191,503,1
41556,4,9056,3,2906,191,12527,1
41557,23,10496,1,742,191,11901,1
41558,24,9060,1,1911,191,12089,1
41559,15,9124,1,1696,191,22527,1
41560,36,10401,1,1696,191,13860,1
41561,1,10156,1,1049,191,11546,1
41562,36,12918,1,1968,191,13260,1
41563,23,9525,2,995,192,712,1
41564,13,9347,1,1093,192,759,1
41565,23,9392,1,2816,192,116,1
41566,13,9343,1,588,192,487,1
41567,23,9392,1,2207,192,1239,1
41568,13,9810,1,742,192,487,1
41569,13,9834,1,2559,192,491,1
41570,13,9875,1,1696,192,1402,1
41571,13,9219,1,1968,192,487,1
41572,23,9392,1,2207,192,532,1
41573,13,9630,1,676,192,1741,1
41574,13,9464,1,1982,192,1818,1
41575,23,9862,1,2251,192,1837,1
41576,13,10057,1,742,192,19,1
41577,13,9875,1,1696,192,1896,1
41578,23,10076,1,1774,192,232,1
41579,23,9137,1,1245,192,93,1
41580,13,9680,1,1696,192,2092,1
41581,13,10144,1,1696,192,19,1
41582,13,10144,1,1696,192,2180,1
41583,23,9137,2,1245,192,2232,1
41584,13,10188,1,429,192,1818,1
41585,13,10047,1,2761,192,2422,1
41586,13,10047,1,2793,192,2542,1
41587,13,9643,1,1556,192,2640,1
41588,13,9810,1,1112,192,2762,1
41589,13,9810,1,2181,192,2808,1
41590,13,9303,1,1696,192,2820,1
41591,13,10386,1,1276,192,2897,1
41592,4,10898,1,1490,192,4054,1
41593,4,10302,1,251,192,4336,1
41594,4,9311,2,694,192,2323,1
41595,4,11176,1,2542,192,4919,1
41596,4,10854,1,2047,192,5248,1
41597,8,12002,1,2793,192,8651,1
41598,8,9680,1,1764,192,8704,1
41599,8,12040,2,1185,192,8774,1
41600,8,9219,1,2065,192,5771,1
41601,8,12053,1,2167,192,8820,1
41602,8,12089,1,881,192,8076,1
41603,8,10880,1,1489,192,9094,1
41604,8,12146,2,1626,192,9097,1
41605,8,12040,1,90,192,9169,1
41606,8,9104,1,676,192,9121,1
41607,8,9303,1,139,192,3177,1
41608,8,12053,1,2167,192,9538,1
41609,8,9838,1,1842,192,9543,1
41610,8,9303,1,1696,192,8754,1
41611,32,10007,2,316,192,225,1
41612,9,12462,1,2793,192,4002,1
41613,35,9630,1,676,192,10495,1
41614,34,12497,1,1764,192,10605,1
41615,34,12497,1,2793,192,10605,1
41616,32,9277,1,2167,192,10254,1
41617,32,12571,2,1696,192,10940,1
41618,23,12597,1,1696,192,11105,1
41619,23,12597,1,1696,192,11123,1
41620,23,9303,1,1696,192,11197,1
41621,15,9303,1,1696,192,11288,1
41622,4,12680,1,741,192,11416,1
41623,4,10130,1,2944,192,11429,1
41624,4,9450,1,2477,192,255,1
41625,24,9246,3,1696,192,11614,1
41626,15,12720,1,742,192,11637,1
41627,15,10788,1,1696,192,11798,1
41628,15,9303,1,1696,192,11817,1
41629,1,11356,1,2793,192,11036,1
41630,24,10589,1,2726,192,12245,1
41631,1,9760,1,2797,192,8939,1
41632,4,12837,1,739,192,96,1
41633,1,9760,1,2797,192,8939,1
41634,26,9303,1,1696,192,11053,1
41635,36,12514,1,2379,192,12674,1
41636,19,12879,1,1696,192,12689,1
41637,36,12514,1,1306,192,11523,1
41638,36,12514,1,2751,192,11523,1
41639,27,12925,1,1764,192,12931,1
41640,27,12935,1,742,192,1916,1
41641,36,12514,1,1264,192,12986,1
41642,19,9688,3,1696,192,12995,1
41643,27,12925,1,1963,192,13009,1
41644,36,10401,1,2541,192,12906,1
41645,26,12944,1,1696,192,13016,1
41646,36,12514,1,2484,192,11523,1
41647,30,12688,1,533,192,13127,1
41648,19,12799,1,742,192,13146,1
41649,36,12514,1,1440,192,12865,1
41650,36,12514,1,2230,192,13025,1
41651,20,10652,1,2806,192,293,1
41652,20,12952,1,1743,192,13378,1
41653,26,11210,1,676,192,13503,1
41654,20,12952,1,1662,192,12898,1
41655,4,9907,3,555,192,13543,1
41656,36,12514,1,1373,192,12757,1
41657,30,13029,1,636,192,13555,1
41658,20,12899,1,1704,192,12817,1
41659,36,12514,1,877,192,13025,1
41660,19,9688,1,741,192,13664,1
41661,36,11527,1,742,192,13717,1
41662,4,10288,1,1276,192,13725,1
41663,36,12514,1,1842,192,12565,1
41664,20,12899,1,720,192,6101,1
41665,36,12514,1,1626,192,11174,1
41666,36,10401,1,1696,192,12906,1
41667,20,11291,1,1696,192,815,1
41668,36,12514,1,2379,192,13731,1
41669,36,12514,1,2379,192,11063,1
41670,19,9542,1,468,192,894,1
41671,26,12105,1,1230,192,13916,1
41672,36,12514,1,2023,192,13025,1
41673,36,12514,1,1842,192,12565,1
41674,36,12514,1,968,192,13025,1
41675,4,9907,3,555,192,14071,1
41676,19,9370,1,82,192,2733,1
41677,36,12514,1,2358,192,13025,1
41678,19,9104,1,1696,192,14141,1
41679,20,13127,1,2875,192,14162,1
41680,36,12514,1,2484,192,13025,1
41681,31,9164,1,1757,192,532,1
41682,19,9688,3,741,192,14218,1
41683,36,12514,1,968,192,12990,1
41684,36,12514,1,1755,192,11174,1
41685,36,12514,1,676,192,11174,1
41686,36,12514,1,1696,192,11063,1
41687,36,10401,1,1696,192,2346,1
41688,36,12514,1,2230,192,12565,1
41689,4,9495,3,1389,192,734,1
41690,26,10589,1,2726,192,14411,1
41691,36,12514,1,1842,192,11190,1
41692,36,12514,1,1306,192,13025,1
41693,36,11527,1,1275,192,669,1
41694,36,12514,1,877,192,11523,1
41695,36,12514,1,1696,192,11174,1
41696,36,9500,1,742,192,5956,1
41697,30,9339,1,1059,192,11464,1
41698,36,12514,1,2751,192,13025,1
41699,36,12514,1,2167,192,13025,1
41700,36,12514,1,2552,192,11174,1
41701,36,9500,1,676,192,13421,1
41702,19,9838,1,1842,192,31,1
41703,27,13191,1,2793,192,14724,1
41704,27,13148,1,1696,192,14725,1
41705,36,12514,1,1696,192,11190,1
41706,36,12514,1,1626,192,11174,1
41707,36,12514,1,1696,192,11523,1
41708,19,9742,1,1764,192,14791,1
41709,36,12514,1,968,192,12865,1
41710,26,13197,1,1626,192,14795,1
41711,20,12500,1,1049,192,1738,1
41712,19,10064,1,853,192,6138,1
41713,36,12514,1,1968,192,13025,1
41714,20,10652,1,2806,192,293,1
41715,19,13207,1,2232,192,14871,1
41716,36,12514,1,742,192,14879,1
41717,36,12514,1,1696,192,12990,1
41718,36,12514,1,1306,192,12990,1
41719,19,10589,1,2726,192,198,1
41720,20,12952,1,1000,192,122,1
41721,20,10788,1,1696,192,15067,1
41722,26,10144,1,1696,192,15084,1
41723,20,10507,1,1696,192,13339,1
41724,4,9110,1,2215,192,872,1
41725,20,10507,1,1696,192,14865,1
41726,20,12952,1,2114,192,404,1
41727,26,11756,1,2574,192,15173,1
41728,23,9545,3,2189,192,15207,1
41729,23,9341,1,2629,192,15223,1
41730,31,9164,1,370,192,452,1
41731,31,9164,1,2114,192,878,1
41732,31,9133,1,2906,192,222,1
41733,23,9137,1,1245,192,93,1
41734,31,9164,1,512,192,878,1
41735,23,9137,2,1245,192,2232,1
41736,12,10619,1,1672,192,4779,1
41737,23,10076,1,1774,192,232,1
41738,13,9219,1,1968,192,487,1
41739,13,10047,1,2793,192,2542,1
41740,23,9347,1,568,192,3789,1
41741,23,9392,1,1696,192,86,1
41742,1,9303,1,1696,192,8594,1
41743,23,9074,3,1696,192,15780,1
41744,23,9074,3,1696,192,15868,1
41745,23,9392,1,2816,192,116,1
41746,15,10870,1,1696,192,16070,1
41747,23,9525,2,995,192,712,1
41748,23,13150,1,555,192,16265,1
41749,23,9545,3,1879,192,16291,1
41750,23,13438,1,1696,192,16358,1
41751,15,11128,1,1696,192,4892,1
41752,15,13454,1,701,192,3837,1
41753,15,9672,1,741,192,4174,1
41754,15,10478,1,2750,192,3326,1
41755,15,10907,1,365,192,2090,1
41756,15,13468,1,1764,192,16578,1
41757,15,11128,1,1696,192,16598,1
41758,15,10047,1,2793,192,2542,1
41759,15,11293,1,1484,192,16613,1
41760,15,10883,1,922,192,16636,1
41761,15,10883,1,2417,192,16416,1
41762,15,13321,1,1916,192,3326,1
41763,15,10870,1,1696,192,16693,1
41764,15,11214,1,1672,192,16704,1
41765,15,11293,1,1484,192,16613,1
41766,15,10788,1,676,192,16633,1
41767,15,11128,1,1696,192,16598,1
41768,15,10870,1,1696,192,16070,1
41769,6,11705,1,2379,192,16826,1
41770,6,9137,1,1245,192,4302,1
41771,7,13529,1,729,192,16926,1
41772,4,10817,1,282,192,4210,1
41773,6,9137,2,1245,192,4302,1
41774,7,10696,3,1696,192,12923,1
41775,7,13568,1,2379,192,17211,1
41776,4,9461,3,589,192,4255,1
41777,7,13578,1,2088,192,3497,1
41778,4,11318,1,105,192,2755,1
41779,4,11318,1,1059,192,17465,1
41780,19,9880,1,2793,192,669,1
41781,19,10788,1,1696,192,17605,1
41782,19,11527,1,1011,192,6031,1
41783,19,11422,1,1755,192,6185,1
41784,19,11527,1,555,192,669,1
41785,19,12497,1,2491,192,17833,1
41786,19,11503,1,1764,192,669,1
41787,19,11527,1,2816,192,17980,1
41788,19,9500,1,676,192,669,1
41789,19,9104,1,1696,192,18014,1
41790,19,11502,1,742,192,669,1
41791,19,10521,1,1916,192,18069,1
41792,19,9500,1,676,192,669,1
41793,19,9074,1,1696,192,1782,1
41794,19,10288,1,1916,192,9392,1
41795,18,13128,1,1556,192,18268,1
41796,19,10788,1,1696,192,18278,1
41797,19,10688,1,1696,192,18292,1
41798,19,11440,1,1696,192,18463,1
41799,19,11503,1,1626,192,4028,1
41800,19,13207,1,1302,192,18512,1
41801,19,9880,1,676,192,2346,1
41802,19,12497,1,742,192,6292,1
41803,19,9646,1,639,192,18635,1
41804,19,10788,1,1696,192,18684,1
41805,19,9500,1,676,192,669,1
41806,19,11422,1,416,192,18788,1
41807,32,10007,2,316,192,225,1
41808,9,12462,1,2793,192,4002,1
41809,34,12497,1,1764,192,10605,1
41810,34,12497,1,2793,192,10605,1
41811,9,12462,1,2793,192,725,1
41812,4,12680,1,741,192,11416,1
41813,15,9303,1,1696,192,21714,1
41814,4,10130,1,2944,192,11429,1
41815,15,10788,1,1696,192,11798,1
41816,4,10130,1,632,192,255,1
41817,24,10589,1,2726,192,12245,1
41818,1,9760,1,2797,192,8939,1
41819,23,12597,1,1696,192,11123,1
41820,1,11356,1,2793,192,11036,1
41821,36,11527,1,1275,192,669,1
41822,36,12514,1,876,192,13025,1
41823,36,12514,1,1842,192,12565,1
41824,23,12597,1,1696,192,22283,1
41825,24,9246,3,1696,192,16195,1
41826,1,9760,1,2797,192,8939,1
41827,36,12514,1,2023,192,13025,1
41828,4,9450,1,2477,192,255,1
41829,36,12514,1,877,192,13025,1
41830,24,9246,3,1696,192,11614,1
41831,36,12514,1,1626,192,11174,1
41832,36,10401,1,1696,192,12906,1
41833,4,9345,1,551,193,255,1
41834,13,9390,1,484,193,457,1
41835,23,9501,1,742,193,671,1
41836,23,9392,1,2869,193,232,1
41837,13,9591,1,1729,193,801,1
41838,4,9345,1,2358,193,96,1
41839,23,9764,1,2097,193,1143,1
41840,23,9896,3,1042,193,1439,1
41841,23,9764,1,1075,193,1143,1
41842,4,9163,1,462,193,1750,1
41843,1,9056,3,2750,193,1829,1
41844,1,9056,3,2750,193,1829,1
41845,1,9741,1,966,193,2042,1
41846,23,9120,1,1109,193,2071,1
41847,23,9351,1,2793,193,835,1
41848,23,9392,1,2740,193,2740,1
41849,15,10788,1,1696,193,3891,1
41850,15,11146,1,100,193,5209,1
41851,15,11276,1,1044,193,5274,1
41852,8,12024,1,739,193,8719,1
41853,8,9880,1,676,193,669,1
41854,8,9591,1,1729,193,9104,1
41855,8,11978,1,2397,193,8772,1
41856,8,11989,1,1764,193,9299,1
41857,8,11989,1,1764,193,9327,1
41858,8,12044,1,2097,193,8813,1
41859,8,10157,1,1696,193,9467,1
41860,32,9277,1,1696,193,669,1
41861,9,10478,1,1556,193,10283,1
41862,32,12502,1,429,193,10625,1
41863,32,9295,1,972,193,10325,1
41864,33,12535,1,551,193,10182,1
41865,32,9234,3,2088,193,7673,1
41866,6,9477,3,1696,193,5245,1
41867,15,10788,1,1696,193,11103,1
41868,23,12597,1,1696,193,1110,1
41869,15,10903,1,741,193,4671,1
41870,15,10788,1,1696,193,11300,1
41871,6,9120,1,676,193,2071,1
41872,15,10788,1,1696,193,11490,1
41873,15,10903,1,1011,193,503,1
41874,24,9591,1,1729,193,11633,1
41875,15,9450,1,2559,193,11734,1
41876,4,10194,1,1801,193,255,1
41877,23,12597,1,1696,193,11802,1
41878,24,11321,1,1757,193,6861,1
41879,23,12597,1,1696,193,11910,1
41880,15,10788,1,1696,193,11957,1
41881,1,10555,1,1672,193,1156,1
41882,15,12813,1,991,193,12314,1
41883,1,10555,1,449,193,12316,1
41884,4,10194,1,2181,193,11144,1
41885,24,9880,1,676,193,6239,1
41886,15,10903,1,1011,193,503,1
41887,24,9741,1,966,193,3005,1
41888,23,12597,1,1696,193,12511,1
41889,23,12597,1,1696,193,12522,1
41890,4,11709,1,2448,193,7664,1
41891,27,10849,1,69,193,12637,1
41892,27,10849,1,2167,193,12657,1
41893,36,10401,1,1696,193,8624,1
41894,27,10849,1,1696,193,12701,1
41895,26,9880,1,676,193,12721,1
41896,27,10849,1,555,193,12801,1
41897,4,9345,1,2358,193,96,1
41898,4,11709,1,651,193,12834,1
41899,36,12514,1,1306,193,12865,1
41900,27,10633,1,1174,193,12874,1
41901,36,9880,1,676,193,6239,1
41902,36,12514,1,2232,193,12757,1
41903,36,12514,1,1640,193,12971,1
41904,19,9763,1,2124,193,31,1
41905,30,9880,1,742,193,669,1
41906,36,10401,1,1696,193,5699,1
41907,26,11756,1,1632,193,13085,1
41908,20,9201,1,2290,193,13115,1
41909,27,10849,1,853,193,13132,1
41910,27,10849,1,2290,193,13132,1
41911,27,10849,1,429,193,13132,1
41912,27,10849,1,2761,193,12801,1
41913,19,9344,1,512,193,1192,1
41914,36,12514,1,2397,193,11190,1
41915,27,10849,1,651,193,13334,1
41916,4,9163,1,462,193,13346,1
41917,27,10849,1,1764,193,12801,1
41918,27,10849,1,555,193,12657,1
41919,27,10633,1,1174,193,13449,1
41920,36,12514,1,968,193,11523,1
41921,19,13019,1,1764,193,520,1
41922,36,12514,1,1795,193,12971,1
41923,27,10849,1,1174,193,12657,1
41924,20,11877,1,772,193,147,1
41925,19,9971,1,1443,193,13723,1
41926,27,10849,1,742,193,13755,1
41927,36,12514,1,286,193,13762,1
41928,27,10849,1,1174,193,13935,1
41929,36,12514,1,2484,193,12990,1
41930,27,10849,1,2175,193,12801,1
41931,36,12054,1,2397,193,13698,1
41932,26,9880,1,676,193,12721,1
41933,27,10849,1,429,193,14032,1
41934,20,9514,1,429,193,14083,1
41935,27,10849,1,1174,193,12801,1
41936,27,10849,1,701,193,13132,1
41937,27,10633,1,1174,193,14115,1
41938,27,10849,1,1764,193,14184,1
41939,4,11709,1,651,193,14204,1
41940,27,10633,1,1174,193,14214,1
41941,27,10849,1,2761,193,13132,1
41942,19,13138,1,676,193,14236,1
41943,20,13143,1,1598,193,262,1
41944,27,10849,1,429,193,13334,1
41945,27,10633,1,1174,193,14214,1
41946,27,10849,1,1696,193,12657,1
41947,4,9163,1,462,193,1750,1
41948,27,10849,1,1174,193,13935,1
41949,27,10849,1,1764,193,14394,1
41950,27,10849,1,1764,193,13334,1
41951,26,11756,1,1632,193,13085,1
41952,27,10633,1,1174,193,14214,1
41953,20,11877,1,772,193,147,1
41954,27,10849,1,1764,193,12657,1
41955,19,11321,1,2793,193,1550,1
41956,36,12514,1,1764,193,11174,1
41957,36,12514,1,676,193,14606,1
41958,4,9690,1,659,193,365,1
41959,36,11593,1,2854,193,14626,1
41960,36,12514,1,2433,193,13025,1
41961,19,9083,3,2789,193,4196,1
41962,27,10849,1,1174,193,14683,1
41963,20,13100,1,2094,193,262,1
41964,4,9690,1,2041,193,14722,1
41965,27,10849,1,1301,193,14740,1
41966,27,10849,1,2167,193,14798,1
41967,36,12514,1,1965,193,14813,1
41968,27,10849,1,1174,193,13334,1
41969,4,9345,1,551,193,255,1
41970,36,10401,1,1696,193,12906,1
41971,20,13143,1,1598,193,262,1
41972,36,12514,1,876,193,12865,1
41973,20,9201,1,568,193,13115,1
41974,20,13100,1,2094,193,262,1
41975,26,10435,1,2559,193,15020,1
41976,20,10788,1,1696,193,15112,1
41977,19,10290,1,741,193,63,1
41978,1,9982,1,651,193,15197,1
41979,12,9690,1,285,193,8497,1
41980,13,9552,1,922,193,310,1
41981,22,9075,1,1654,193,15299,1
41982,13,9155,1,651,193,15322,1
41983,1,9982,1,1672,193,15197,1
41984,1,9982,1,2302,193,15197,1
41985,23,9764,1,1075,193,1143,1
41986,12,9591,1,1729,193,15365,1
41987,1,9280,1,512,193,15378,1
41988,12,10537,1,530,193,15405,1
41989,12,9880,1,676,193,12721,1
41990,13,12591,3,1696,193,726,1
41991,13,10506,1,551,193,3079,1
41992,1,9741,1,966,193,2042,1
41993,13,9552,1,513,193,15523,1
41994,12,10537,1,380,193,15542,1
41995,23,9896,3,1042,193,1439,1
41996,1,9982,1,429,193,15197,1
41997,22,9293,1,1296,193,200,1
41998,1,9477,3,1696,193,5245,1
41999,13,9552,1,922,193,1500,1
42000,13,13343,1,1184,193,487,1
42001,13,9202,1,1672,193,15649,1
42002,1,10537,1,2521,193,15667,1
42003,22,9215,1,2854,193,288,1
42004,12,9967,3,1000,193,15708,1
42005,12,9880,1,676,193,4028,1
42006,22,9880,1,676,193,669,1
42007,12,9880,1,676,193,15732,1
42008,22,9293,1,478,193,30,1
42009,22,9293,1,1234,193,15751,1
42010,23,9351,1,2793,193,835,1
42011,13,9303,1,1764,193,3368,1
42012,22,9298,1,2875,193,10,1
42013,23,9501,1,742,193,671,1
42014,12,9099,3,2064,193,762,1
42015,22,9293,1,1764,193,14462,1
42016,22,9075,1,1916,193,509,1
42017,1,9982,1,813,193,15197,1
42018,1,9982,1,1979,193,15197,1
42019,13,9390,1,484,193,457,1
42020,1,9056,3,2750,193,1829,1
42021,22,9293,1,1696,193,15830,1
42022,13,9591,1,1729,193,801,1
42023,23,9351,1,1696,193,4537,1
42024,22,9293,1,478,193,15640,1
42025,31,9180,1,2405,193,15938,1
42026,12,9120,1,2513,193,2071,1
42027,1,9323,1,2968,193,48,1
42028,12,9680,1,1913,193,2914,1
42029,1,9120,1,1542,193,16058,1
42030,1,9778,1,166,193,48,1
42031,23,9392,1,2869,193,232,1
42032,12,9573,1,1016,193,16150,1
42033,12,11923,1,642,193,16156,1
42034,13,9303,1,1696,193,16160,1
42035,1,9982,1,959,193,15197,1
42036,23,9392,1,2740,193,2740,1
42037,1,9982,1,1174,193,15197,1
42038,1,9982,1,555,193,15197,1
42039,13,10496,1,830,193,12843,1
42040,22,9293,1,1696,193,1126,1
42041,12,9140,3,429,193,1491,1
42042,1,9982,1,1916,193,15197,1
42043,1,9843,1,1672,193,16226,1
42044,22,9293,1,429,193,330,1
42045,13,10418,1,1764,193,16273,1
42046,12,10496,1,830,193,16287,1
42047,22,9293,1,1735,193,16318,1
42048,23,9120,1,1109,193,2071,1
42049,1,10662,1,2181,193,16352,1
42050,1,9539,1,513,193,13,1
42051,12,9477,3,1696,193,5245,1
42052,13,13197,1,1266,193,725,1
42053,31,9133,1,611,193,9,1
42054,15,9132,1,1519,193,16424,1
42055,15,11146,2,703,193,4380,1
42056,15,10662,1,322,193,16469,1
42057,15,10788,1,1696,193,16470,1
42058,15,11146,1,1618,193,16471,1
42059,15,9303,1,813,193,559,1
42060,15,11276,1,1044,193,5274,1
42061,15,10662,1,2657,193,16490,1
42062,15,11146,1,1618,193,16471,1
42063,15,9880,1,676,193,6239,1
42064,15,10788,1,1696,193,16470,1
42065,15,11276,1,1044,193,5274,1
42066,15,10788,1,1696,193,3891,1
42067,15,10788,1,1696,193,3891,1
42068,15,9880,1,676,193,6497,1
42069,15,10788,1,1696,193,16699,1
42070,15,9880,1,676,193,6497,1
42071,15,10662,1,393,193,5206,1
42072,15,10788,1,1696,193,16699,1
42073,15,10662,1,2541,193,16735,1
42074,15,11146,2,703,193,4380,1
42075,15,9880,1,676,193,6239,1
42076,7,10733,1,2801,193,3635,1
42077,7,11192,1,1696,193,16843,1
42078,7,11243,3,2333,193,3535,1
42079,7,13524,2,2339,193,16903,1
42080,6,10723,2,544,193,16777,1
42081,4,10648,1,2348,193,3474,1
42082,7,11243,3,2592,193,17010,1
42083,7,10733,1,1519,193,3491,1
42084,7,11192,1,1696,193,17122,1
42085,7,11243,3,2592,193,3535,1
42086,7,11192,1,1443,193,17182,1
42087,6,9763,1,745,193,3585,1
42088,6,10723,1,2819,193,3497,1
42089,6,10723,1,600,193,3774,1
42090,7,10733,1,996,193,3635,1
42091,6,10723,1,2774,193,17428,1
42092,6,10723,2,2520,193,2493,1
42093,7,9099,3,1266,193,3446,1
42094,19,9933,1,512,193,5963,1
42095,19,11470,1,1584,193,17476,1
42096,4,11023,1,2006,193,17499,1
42097,18,10284,1,732,193,3733,1
42098,19,13617,1,555,193,669,1
42099,19,9277,1,1696,193,2430,1
42100,18,10626,1,2537,193,17546,1
42101,19,11442,1,429,193,17554,1
42102,4,9690,1,1234,193,5110,1
